5001.9 0.0058
5006.1 0.0059
5010.3 0.0059
5014.4 0.0057
5018.6 0.0057
5022.8 0.0061
5027.0 0.0059
5031.1 0.0057
5035.3 0.0059
5039.5 0.006
5043.7 0.0061
5047.9 0.006
5052.1 0.0059
5056.2 0.0059
5060.4 0.0057
5064.6 0.0061
5068.8 0.0061
5073.0 0.0058
5077.2 0.006
5081.4 0.006
5085.5 0.006
5089.7 0.0059
5093.9 0.0061
5098.1 0.0058
5102.3 0.0062
5106.5 0.006
5110.7 0.0062
5114.9 0.0062
5119.0 0.0063
5123.2 0.0062
5127.4 0.006
5131.6 0.0061
5135.8 0.0063
5140.0 0.0064
5144.2 0.0063
5148.4 0.0063
5152.6 0.0062
5156.8 0.0062
5161.0 0.0061
5165.2 0.0065
5169.4 0.0064
5173.6 0.0067
5177.7 0.0065
5181.9 0.0064
5186.1 0.0064
5190.3 0.0062
5194.5 0.0063
5198.7 0.0065
5202.9 0.0063
5207.1 0.0067
5211.3 0.0065
5215.5 0.0063
5219.7 0.0065
5223.9 0.0066
5228.1 0.0066
5232.3 0.0066
5236.5 0.0067
5240.7 0.0067
5244.9 0.0068
5249.1 0.0069
5253.3 0.0067
5257.6 0.0069
5261.8 0.0067
5266.0 0.0068
5270.2 0.007
5274.4 0.0072
5278.6 0.0073
5282.8 0.0073
5287.0 0.0075
5291.2 0.0076
5295.4 0.0075
5299.6 0.008
5303.8 0.008
5308.0 0.0082
5312.2 0.0084
5316.5 0.0086
5320.7 0.0094
5324.9 0.0096
5329.1 0.01
5333.3 0.0103
5337.5 0.0111
5341.7 0.0115
5345.9 0.0119
5350.2 0.0128
5354.4 0.0136
5358.6 0.0142
5362.8 0.0152
5367.0 0.016
5371.2 0.0172
5375.4 0.0185
5379.7 0.0202
5383.9 0.022
5388.1 0.0242
5392.3 0.0272
5396.5 0.0305
5400.8 0.0345
5405.0 0.0392
5409.2 0.0452
5413.4 0.0518
5417.6 0.0596
5421.9 0.0688
5426.1 0.0787
5430.3 0.0902
5434.5 0.1031
5438.7 0.1168
5443.0 0.1327
5447.2 0.1497
5451.4 0.1688
5455.6 0.1898
5459.9 0.2129
5464.1 0.238
5468.3 0.2655
5472.5 0.2956
5476.8 0.3275
5481.0 0.3604
5485.2 0.395
5489.4 0.429
5493.7 0.4625
5497.9 0.4945
5502.1 0.5247
5506.4 0.5511
5510.6 0.574
5514.8 0.5932
5519.1 0.6087
5523.3 0.6206
5527.5 0.6296
5531.7 0.6361
5536.0 0.6404
5540.2 0.6442
5544.4 0.6477
5548.7 0.65
5552.9 0.6519
5557.1 0.6533
5561.4 0.6544
5565.6 0.656
5569.9 0.6563
5574.1 0.656
5578.3 0.6579
5582.6 0.6584
5586.8 0.6592
5591.0 0.6595
5595.3 0.66
5599.5 0.6601
5603.8 0.6606
5608.0 0.6614
5612.2 0.6623
5616.5 0.6631
5620.7 0.6633
5625.0 0.6644
5629.2 0.6647
5633.4 0.6648
5637.7 0.6658
5641.9 0.6659
5646.2 0.666
5650.4 0.6666
5654.7 0.6668
5658.9 0.6667
5663.1 0.667
5667.4 0.6675
5671.6 0.6678
5675.9 0.6674
5680.1 0.6677
5684.4 0.6676
5688.6 0.6679
5692.9 0.6682
5697.1 0.6682
5701.4 0.6693
5705.6 0.6689
5709.9 0.6698
5714.1 0.6702
5718.4 0.6708
5722.6 0.6715
5726.9 0.672
5731.1 0.6727
5735.4 0.6735
5739.6 0.6745
5743.9 0.675
5748.1 0.6755
5752.4 0.6758
5756.6 0.6765
5760.9 0.6765
5765.2 0.6772
5769.4 0.6775
5773.7 0.6773
5777.9 0.6779
5782.2 0.6776
5786.4 0.6781
5790.7 0.6784
5794.9 0.6789
5799.2 0.6786
5803.5 0.6793
5807.7 0.6792
5812.0 0.6792
5816.2 0.6802
5820.5 0.6803
5824.8 0.6809
5829.0 0.6816
5833.3 0.6818
5837.5 0.682
5841.8 0.6826
5846.1 0.6826
5850.3 0.683
5854.6 0.6829
5858.9 0.6828
5863.1 0.6821
5867.4 0.6829
5871.7 0.6832
5875.9 0.6826
5880.2 0.6831
5884.5 0.6835
5888.7 0.6838
5893.0 0.6833
5897.3 0.6839
5901.5 0.6843
5905.8 0.6843
5910.1 0.685
5914.3 0.6855
5918.6 0.6857
5922.9 0.6859
5927.1 0.6864
5931.4 0.6865
5935.7 0.6868
5940.0 0.6871
5944.2 0.6875
5948.5 0.6869
5952.8 0.6873
5957.0 0.6875
5961.3 0.6874
5965.6 0.6875
5969.9 0.6878
5974.1 0.6881
5978.4 0.6881
5982.7 0.6884
5987.0 0.6891
5991.3 0.6889
5995.5 0.6893
5999.8 0.6898
6004.1 0.6906
