u,redshift,g,r,i,z,Y
0.05215408502845758,0.01,0.15589852249495786,0.29683153121289624,0.4000866862559654,0.5298976301241124,0.6065410591536333
0.052026560949436564,0.011,0.15557669578022743,0.29671502439149205,0.4000312190599582,0.529355594206758,0.6061802316498023
0.05189716800166089,0.011999999999999999,0.1552584423778526,0.29658391581442395,0.3999786778904893,0.5288145863843219,0.6058079205795431
0.05176547648028413,0.012999999999999998,0.15494271915518723,0.2964387414971973,0.39992492787448336,0.5282750832708952,0.6054258447584651
0.05163018237089451,0.013999999999999997,0.1546268371795633,0.2962806706742125,0.399863236532564,0.5277302304244076,0.605034310457787
0.05149057259820782,0.014999999999999996,0.1543096924260787,0.2961136736981821,0.39978634434690236,0.5271857394108934,0.6046420690763946
0.05134346499918648,0.015999999999999993,0.1539897124126508,0.2959410095282354,0.3996909532595403,0.5266479457819322,0.604260115261223
0.05118587836388815,0.016999999999999994,0.15366453559946316,0.2957647123841595,0.39957492456485505,0.5261186313521498,0.6038859541338284
0.051016716804524596,0.017999999999999995,0.15333476498127527,0.2955876837941523,0.39944050241448464,0.5256040470189203,0.6035210652812446
0.050833395187524485,0.018999999999999993,0.1530004966251502,0.29541162446203134,0.3992965660065743,0.5251155819545636,0.603163365533925
0.05063458581586693,0.01999999999999999,0.15266351650899018,0.29523595576906586,0.3991480460748761,0.5246581092900267,0.60280539800676
0.05042393086131803,0.02099999999999999,0.1523258778110688,0.29506260242880583,0.39899030922186257,0.5242272831438382,0.6024445058864901
0.050203945712423995,0.021999999999999992,0.15198873671283783,0.2948936504200288,0.39881905264591627,0.5238199856250753,0.6020800144711579
0.04997946520252326,0.02299999999999999,0.15165407438270675,0.2947275447611821,0.3986397991259865,0.5234293978834982,0.6017086235681872
0.04975653908232801,0.023999999999999987,0.15132360041734638,0.2945582851067697,0.398461544762918,0.5230427625872685,0.6013321858508981
0.0495396382259636,0.024999999999999988,0.1509957674696966,0.2943836872065509,0.3982838572675868,0.5226605567081082,0.6009595562993293
0.0493309753465847,0.02599999999999999,0.1506690407245483,0.29420558487312715,0.3980977738301339,0.5222876941197572,0.6005910243708188
0.04913133642629538,0.02699999999999999,0.15034151160088535,0.29402476305777636,0.39789738840481575,0.5219223182477062,0.6002255188883915
0.04893878281626147,0.027999999999999983,0.15000937331134012,0.2938422020752433,0.397681410469278,0.5215699243700945,0.599871440920394
0.048751633660945856,0.028999999999999984,0.1496707653934929,0.2936606009885026,0.3974467118865532,0.5212362698574908,0.5995436484096239
0.048566863603326675,0.029999999999999985,0.14932668468049523,0.2934801421978899,0.3971923467296163,0.5209159443003677,0.5992443615422058
0.04838411531310034,0.030999999999999986,0.1489777252602398,0.2932992009304956,0.39691995085394455,0.520604033922821,0.5989762232564527
0.048203467189714674,0.03199999999999998,0.14862719916759015,0.2931163552018279,0.3966328257604848,0.5203073856364221,0.5987555284283628
0.048026113060640536,0.03299999999999998,0.14827867509860215,0.292933190463639,0.39633397796058806,0.5200307480992427,0.5985894815410923
0.04785326424127741,0.03399999999999998,0.14793543866240763,0.292750539987343,0.39602717798355547,0.5197647748770896,0.5984699726776375
0.04768797913144736,0.03499999999999998,0.14760012155254013,0.29256856753131266,0.39571606835170564,0.5195093394732723,0.5983988592363181
0.04753313267412565,0.035999999999999976,0.14727610310774525,0.2923866734869932,0.3954005653576579,0.5192620051323805,0.5983699434817012
0.047390183906981305,0.03699999999999998,0.1469649036647797,0.2922048646741071,0.3950805657131237,0.5190095998344199,0.5983599544814162
0.04725983600722162,0.03799999999999998,0.1466632520750894,0.2920247247849926,0.39475916171003733,0.518740439215128,0.5983601960261525
0.047140801015504184,0.03899999999999998,0.14636845533977794,0.29184707505761254,0.39443875514588894,0.5184620662044225,0.5983667188342252
0.04703147411366607,0.03999999999999997,0.14607638346285098,0.29167348509264357,0.3941212820753038,0.5181861622721847,0.5983716143231487
0.046928336073447256,0.040999999999999974,0.14578465242858207,0.29150373460587614,0.3938090220709352,0.5179063837241221,0.5983594613463283
0.04682850673956213,0.041999999999999975,0.14549132058650308,0.29133953549695696,0.393495980923726,0.5176327473143492,0.5983331563150615
0.0467273007391729,0.042999999999999976,0.14519675300931267,0.2911820851565385,0.3931703239228531,0.517376792513057,0.5983011372009076
0.046619436850300164,0.04399999999999998,0.14490035593018796,0.29103104020682674,0.39282926628621,0.5171421173373193,0.5982534336562604
0.04650000492952033,0.04499999999999997,0.1446045556169562,0.29088234909887345,0.3924758174863189,0.5169188867025688,0.5981888116128528
0.046363937569531756,0.04599999999999997,0.14431121291887986,0.29073032426766793,0.3921124012164404,0.5167024042056221,0.5981159798778414
0.04620993078735524,0.04699999999999997,0.14402292328211147,0.29057434424177475,0.3917408125415659,0.5164673763164707,0.5980331826152891
0.04603629400194268,0.047999999999999966,0.14374196777084008,0.29041292179863154,0.3913620109360787,0.5161999991400259,0.5979361387346518
0.04584441340077223,0.04899999999999997,0.14347068995370876,0.29024527744031275,0.3909788182106917,0.5159038283300578,0.5978232372373916
0.04563811709261931,0.04999999999999997,0.14320986544309763,0.2900747032993348,0.39059851668950296,0.515590870546811,0.5976992602185633
0.045421855513223475,0.05099999999999997,0.14295965147202364,0.28990324691777464,0.3902276826630717,0.5152588032273093,0.5975484790168453
0.045199181898751356,0.05199999999999997,0.14272010314403544,0.28973291333291573,0.3898729763173822,0.5149105972299609,0.597364715271757
0.04497389127442115,0.052999999999999964,0.14249081051043685,0.2895647730849991,0.38954220015559193,0.5145522901769838,0.5971496624252995
0.04474904468479255,0.053999999999999965,0.14227048842830559,0.2894004839702659,0.3892375188567742,0.5141802632012112,0.5968980862732134
0.04452716100939426,0.054999999999999966,0.1420579686303045,0.28923945925603095,0.3889581404583645,0.513790835784727,0.5965982766484722
0.044310235982820474,0.05599999999999996,0.14185078742081983,0.2890822224710545,0.3886997869636743,0.5133888520623463,0.5962702089664846
0.044100891604395655,0.05699999999999996,0.14164665805135376,0.2889270349693943,0.3884530394304022,0.5129656021461295,0.595921702119325
0.04390106687519051,0.05799999999999996,0.14144352068330662,0.28877166664830417,0.38820972762817385,0.5125290671799049,0.5955576748974158
0.04371328120641637,0.05899999999999996,0.14123900556217556,0.28861438927532296,0.387968556511098,0.5121024205460112,0.5951859408255502
0.04353902080473548,0.05999999999999996,0.14103095880162314,0.2884536613658824,0.387731062803052,0.5116943614369663,0.5948163980030976
0.04337903841220489,0.06099999999999996,0.1408174313876362,0.2882880008015745,0.38749780483394397,0.511292942572231,0.5944429594278273
