u,redshift,g,r,i,z,Y
0.011779970326449552,0.01,0.039630687895093844,0.09721328513996468,0.15752763965914446,0.23751186121857717,0.28692801156419073
0.011733171653564724,0.011,0.0395195238868295,0.09708256249708451,0.15737089634007856,0.23709672779791863,0.2865659804354829
0.011684918063033957,0.011999999999999999,0.039409327734650126,0.09694739720116317,0.1572151329879897,0.2366814359739865,0.28619942823294253
0.011635305778675753,0.012999999999999998,0.03929980062494725,0.0968079923344155,0.15705897994183418,0.23626585698873345,0.28582871999678183
0.011584266005354263,0.013999999999999997,0.03919026016874762,0.09666469104064973,0.1568999362268948,0.23584707280925138,0.28545475242537394
0.011531888190834937,0.014999999999999996,0.03908046957097872,0.0965187813203487,0.15673532129458,0.23542813867367823,0.2850817897198175
0.011477811976940096,0.015999999999999993,0.038970071824077676,0.0963713087691753,0.15656388681180272,0.23501218838743415,0.28471475094778004
0.011421712633586758,0.016999999999999994,0.0388585410526406,0.0962228962740025,0.15638474627805615,0.23459970479627884,0.28435216888788395
0.01136362741819084,0.017999999999999995,0.038746078103699344,0.09607450437461697,0.15619872853381098,0.23419376173209647,0.2839946707070061
0.011303285293403275,0.018999999999999993,0.0386327886965298,0.09592666528554014,0.15600923198395458,0.23379977499699756,0.2836405933209381
0.011240618888529884,0.01999999999999999,0.03851911543967196,0.09577919829076235,0.15581817505372922,0.23342010952900652,0.2832862411287326
0.011176541992443887,0.02099999999999999,0.03840560740608997,0.09563269449441822,0.15562392107502804,0.23305274325171316,0.2829300378371186
0.011111614703574751,0.021999999999999992,0.03829257018348453,0.09548784845296764,0.15542504368433907,0.23269588133410138,0.2825711274860006
0.011046624219460802,0.02299999999999999,0.03818048710975791,0.0953442084077299,0.1552235315338838,0.2323459122150588,0.2822077503418549
0.010982592159880284,0.023999999999999987,0.038069783398404715,0.09519987185770419,0.15502249159514087,0.23199712898545036,0.28184125394050424
0.010920132814199702,0.024999999999999988,0.03796009199338534,0.09505421525940658,0.15482176118433633,0.23164961438910942,0.28147516782351356
0.01085937984895028,0.02599999999999999,0.03785098612713136,0.09490784483452866,0.15461821528626032,0.23130563800722906,0.2811090193465958
0.010800230167715572,0.02699999999999999,0.037741959042273454,0.09476101704856349,0.15440975156425035,0.23096439066077698,0.2807420744275396
0.010741925914363806,0.027999999999999983,0.03763206243915128,0.09461406711665332,0.15419581752798303,0.23062847144883497,0.2803783963658838
0.010683848337280116,0.028999999999999984,0.037520830589906164,0.09446780501199296,0.15397522347625842,0.23030055478388473,0.2800248659742364
0.01062526181608537,0.029999999999999985,0.03740848608049275,0.09432227285110366,0.1537475107156377,0.22997846382330067,0.2796825045422708
0.010565969290564959,0.030999999999999986,0.037295193657929195,0.09417686719025115,0.15351313908988753,0.2296602530269198,0.2793530481014185
0.010505997199357669,0.03199999999999998,0.037181735452962605,0.0940310894888152,0.1532732925781995,0.22934900759524354,0.2790447595923854
